sample_index,sample_id,split,source_file,geometry_type,damage_type,parameter_count,p1,p2,p3,p4,p5,p6,p7,p8
1749,板2:0119:10_0_50_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,10,0,50,1,130,0,50,1
1750,板2:0120:10_0_50_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,10,0,50,1,140,0,10,1
1751,板2:0121:10_0_50_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,10,0,50,1,140,0,20,1
1752,板2:0122:10_0_50_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,10,0,50,1,140,0,30,1
1753,板2:0123:10_0_50_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,10,0,50,1,140,0,40,1
1754,板2:0124:10_0_50_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,10,0,50,1,140,0,50,1
1755,板2:0125:20_0_10_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,100,0,10,1
1756,板2:0126:20_0_10_1_100_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,100,0,20,1
1757,板2:0127:20_0_10_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,100,0,30,1
1758,板2:0128:20_0_10_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,100,0,40,1
1759,板2:0129:20_0_10_1_100_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,100,0,50,1
1760,板2:0130:20_0_10_1_110_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,110,0,10,1
1761,板2:0131:20_0_10_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,110,0,20,1
1762,板2:0132:20_0_10_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,110,0,30,1
1763,板2:0133:20_0_10_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,110,0,40,1
1764,板2:0134:20_0_10_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,110,0,50,1
1765,板2:0135:20_0_10_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,120,0,10,1
1766,板2:0136:20_0_10_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,120,0,20,1
1767,板2:0137:20_0_10_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,120,0,30,1
1768,板2:0138:20_0_10_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,120,0,40,1
1769,板2:0139:20_0_10_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,120,0,50,1
1770,板2:0140:20_0_10_1_130_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,130,0,10,1
1771,板2:0141:20_0_10_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,130,0,20,1
1772,板2:0142:20_0_10_1_130_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,130,0,30,1
1773,板2:0143:20_0_10_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,130,0,40,1
1774,板2:0144:20_0_10_1_130_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,130,0,50,1
1775,板2:0145:20_0_10_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,140,0,10,1
1776,板2:0146:20_0_10_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,140,0,20,1
1777,板2:0147:20_0_10_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,140,0,30,1
1778,板2:0148:20_0_10_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,140,0,40,1
1779,板2:0149:20_0_10_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,10,1,140,0,50,1
1780,板2:0150:20_0_20_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,100,0,10,1
1781,板2:0151:20_0_20_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,100,0,20,1
1782,板2:0152:20_0_20_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,100,0,30,1
1783,板2:0153:20_0_20_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,100,0,40,1
1784,板2:0154:20_0_20_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,100,0,50,1
1785,板2:0155:20_0_20_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,110,0,10,1
1786,板2:0156:20_0_20_1_110_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,110,0,20,1
1787,板2:0157:20_0_20_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,110,0,30,1
1788,板2:0158:20_0_20_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,110,0,40,1
1789,板2:0159:20_0_20_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,110,0,50,1
1790,板2:0160:20_0_20_1_120_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,120,0,10,1
1791,板2:0161:20_0_20_1_120_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,120,0,20,1
1792,板2:0162:20_0_20_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,120,0,30,1
1793,板2:0163:20_0_20_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,120,0,40,1
1794,板2:0164:20_0_20_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,120,0,50,1
1795,板2:0165:20_0_20_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,130,0,10,1
1796,板2:0166:20_0_20_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,130,0,20,1
1797,板2:0167:20_0_20_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,130,0,30,1
1798,板2:0168:20_0_20_1_130_0_40_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,130,0,40,1
1799,板2:0169:20_0_20_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,130,0,50,1
1800,板2:0170:20_0_20_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,140,0,10,1
1801,板2:0171:20_0_20_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,140,0,20,1
1802,板2:0172:20_0_20_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,140,0,30,1
1803,板2:0173:20_0_20_1_140_0_40_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,140,0,40,1
1804,板2:0174:20_0_20_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,20,1,140,0,50,1
1805,板2:0175:20_0_30_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,100,0,10,1
1806,板2:0176:20_0_30_1_100_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,100,0,20,1
1807,板2:0177:20_0_30_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,100,0,30,1
1808,板2:0178:20_0_30_1_100_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,100,0,40,1
1809,板2:0179:20_0_30_1_100_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,100,0,50,1
1810,板2:0180:20_0_30_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,110,0,10,1
1811,板2:0181:20_0_30_1_110_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,110,0,20,1
1812,板2:0182:20_0_30_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,110,0,30,1
1813,板2:0183:20_0_30_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,110,0,40,1
1814,板2:0184:20_0_30_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,110,0,50,1
1815,板2:0185:20_0_30_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,120,0,10,1
1816,板2:0186:20_0_30_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,120,0,20,1
1817,板2:0187:20_0_30_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,120,0,30,1
1818,板2:0188:20_0_30_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,120,0,40,1
1819,板2:0189:20_0_30_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,120,0,50,1
1820,板2:0190:20_0_30_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,130,0,10,1
1821,板2:0191:20_0_30_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,130,0,20,1
1822,板2:0192:20_0_30_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,130,0,30,1
1823,板2:0193:20_0_30_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,130,0,40,1
1824,板2:0194:20_0_30_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,130,0,50,1
1825,板2:0195:20_0_30_1_140_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,140,0,10,1
1826,板2:0196:20_0_30_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,140,0,20,1
1827,板2:0197:20_0_30_1_140_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,140,0,30,1
1828,板2:0198:20_0_30_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,140,0,40,1
1829,板2:0199:20_0_30_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,30,1,140,0,50,1
1830,板2:0200:20_0_40_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,100,0,10,1
1831,板2:0201:20_0_40_1_100_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,100,0,20,1
1832,板2:0202:20_0_40_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,100,0,30,1
1833,板2:0203:20_0_40_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,100,0,40,1
1834,板2:0204:20_0_40_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,100,0,50,1
1835,板2:0205:20_0_40_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,110,0,10,1
1836,板2:0206:20_0_40_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,110,0,20,1
1837,板2:0207:20_0_40_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,110,0,30,1
1838,板2:0208:20_0_40_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,110,0,40,1
1839,板2:0209:20_0_40_1_110_0_50_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,110,0,50,1
1840,板2:0210:20_0_40_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,120,0,10,1
1841,板2:0211:20_0_40_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,120,0,20,1
1842,板2:0212:20_0_40_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,120,0,30,1
1843,板2:0213:20_0_40_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,120,0,40,1
1844,板2:0214:20_0_40_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,120,0,50,1
1845,板2:0215:20_0_40_1_130_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,130,0,10,1
1846,板2:0216:20_0_40_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,130,0,20,1
1847,板2:0217:20_0_40_1_130_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,130,0,30,1
1848,板2:0218:20_0_40_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,130,0,40,1
1849,板2:0219:20_0_40_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,130,0,50,1
1850,板2:0220:20_0_40_1_140_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,140,0,10,1
1851,板2:0221:20_0_40_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,140,0,20,1
1852,板2:0222:20_0_40_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,140,0,30,1
1853,板2:0223:20_0_40_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,140,0,40,1
1854,板2:0224:20_0_40_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,40,1,140,0,50,1
1855,板2:0225:20_0_50_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,100,0,10,1
1856,板2:0226:20_0_50_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,100,0,20,1
1857,板2:0227:20_0_50_1_100_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,100,0,30,1
1858,板2:0228:20_0_50_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,100,0,40,1
1859,板2:0229:20_0_50_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,100,0,50,1
1860,板2:0230:20_0_50_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,110,0,10,1
1861,板2:0231:20_0_50_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,110,0,20,1
1862,板2:0232:20_0_50_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,110,0,30,1
1863,板2:0233:20_0_50_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,110,0,40,1
1864,板2:0234:20_0_50_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,110,0,50,1
1865,板2:0235:20_0_50_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,120,0,10,1
1866,板2:0236:20_0_50_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,120,0,20,1
1867,板2:0237:20_0_50_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,120,0,30,1
1868,板2:0238:20_0_50_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,120,0,40,1
1869,板2:0239:20_0_50_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,120,0,50,1
1870,板2:0240:20_0_50_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,130,0,10,1
1871,板2:0241:20_0_50_1_130_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,130,0,20,1
1872,板2:0242:20_0_50_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,130,0,30,1
1873,板2:0243:20_0_50_1_130_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,130,0,40,1
1874,板2:0244:20_0_50_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,130,0,50,1
1875,板2:0245:20_0_50_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,140,0,10,1
1876,板2:0246:20_0_50_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,140,0,20,1
1877,板2:0247:20_0_50_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,140,0,30,1
1878,板2:0248:20_0_50_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,140,0,40,1
1879,板2:0249:20_0_50_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,20,0,50,1,140,0,50,1
1880,板2:0250:30_0_10_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,100,0,10,1
1881,板2:0251:30_0_10_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,100,0,20,1
1882,板2:0252:30_0_10_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,100,0,30,1
1883,板2:0253:30_0_10_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,100,0,40,1
1884,板2:0254:30_0_10_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,100,0,50,1
1885,板2:0255:30_0_10_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,110,0,10,1
1886,板2:0256:30_0_10_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,110,0,20,1
1887,板2:0257:30_0_10_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,110,0,30,1
1888,板2:0258:30_0_10_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,110,0,40,1
1889,板2:0259:30_0_10_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,110,0,50,1
1890,板2:0260:30_0_10_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,120,0,10,1
1891,板2:0261:30_0_10_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,120,0,20,1
1892,板2:0262:30_0_10_1_120_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,120,0,30,1
1893,板2:0263:30_0_10_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,120,0,40,1
1894,板2:0264:30_0_10_1_120_0_50_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,120,0,50,1
1895,板2:0265:30_0_10_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,130,0,10,1
1896,板2:0266:30_0_10_1_130_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,130,0,20,1
1897,板2:0267:30_0_10_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,130,0,30,1
1898,板2:0268:30_0_10_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,130,0,40,1
1899,板2:0269:30_0_10_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,130,0,50,1
1900,板2:0270:30_0_10_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,140,0,10,1
1901,板2:0271:30_0_10_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,140,0,20,1
1902,板2:0272:30_0_10_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,140,0,30,1
1903,板2:0273:30_0_10_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,140,0,40,1
1904,板2:0274:30_0_10_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,10,1,140,0,50,1
1905,板2:0275:30_0_20_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,100,0,10,1
1906,板2:0276:30_0_20_1_100_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,100,0,20,1
1907,板2:0277:30_0_20_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,100,0,30,1
1908,板2:0278:30_0_20_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,100,0,40,1
1909,板2:0279:30_0_20_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,100,0,50,1
1910,板2:0280:30_0_20_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,110,0,10,1
1911,板2:0281:30_0_20_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,110,0,20,1
1912,板2:0282:30_0_20_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,110,0,30,1
1913,板2:0283:30_0_20_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,110,0,40,1
1914,板2:0284:30_0_20_1_110_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,110,0,50,1
1915,板2:0285:30_0_20_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,120,0,10,1
1916,板2:0286:30_0_20_1_120_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,120,0,20,1
1917,板2:0287:30_0_20_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,120,0,30,1
1918,板2:0288:30_0_20_1_120_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,120,0,40,1
1919,板2:0289:30_0_20_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,120,0,50,1
1920,板2:0290:30_0_20_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,130,0,10,1
1921,板2:0291:30_0_20_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,130,0,20,1
1922,板2:0292:30_0_20_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,130,0,30,1
1923,板2:0293:30_0_20_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,130,0,40,1
1924,板2:0294:30_0_20_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,130,0,50,1
1925,板2:0295:30_0_20_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,140,0,10,1
1926,板2:0296:30_0_20_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,140,0,20,1
1927,板2:0297:30_0_20_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,140,0,30,1
1928,板2:0298:30_0_20_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,140,0,40,1
1929,板2:0299:30_0_20_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,20,1,140,0,50,1
1930,板2:0300:30_0_30_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,100,0,10,1
1931,板2:0301:30_0_30_1_100_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,100,0,20,1
1932,板2:0302:30_0_30_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,100,0,30,1
1933,板2:0303:30_0_30_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,100,0,40,1
1934,板2:0304:30_0_30_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,100,0,50,1
1935,板2:0305:30_0_30_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,110,0,10,1
1936,板2:0306:30_0_30_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,110,0,20,1
1937,板2:0307:30_0_30_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,110,0,30,1
1938,板2:0308:30_0_30_1_110_0_40_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,110,0,40,1
1939,板2:0309:30_0_30_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,110,0,50,1
1940,板2:0310:30_0_30_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,120,0,10,1
1941,板2:0311:30_0_30_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,120,0,20,1
1942,板2:0312:30_0_30_1_120_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,120,0,30,1
1943,板2:0313:30_0_30_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,120,0,40,1
1944,板2:0314:30_0_30_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,120,0,50,1
1945,板2:0315:30_0_30_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,130,0,10,1
1946,板2:0316:30_0_30_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,130,0,20,1
1947,板2:0317:30_0_30_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,130,0,30,1
1948,板2:0318:30_0_30_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,130,0,40,1
1949,板2:0319:30_0_30_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,130,0,50,1
1950,板2:0320:30_0_30_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,140,0,10,1
1951,板2:0321:30_0_30_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,140,0,20,1
1952,板2:0322:30_0_30_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,140,0,30,1
1953,板2:0323:30_0_30_1_140_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,140,0,40,1
1954,板2:0324:30_0_30_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,30,1,140,0,50,1
1955,板2:0325:30_0_40_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,30,0,40,1,100,0,10,1
